#datatype measurement,tag,double,dateTime
m,ISIN,EUR,date
NAV,LU0625738058,129.39,1429056000
NAV,LU0625738058,133.36,1428969600
NAV,LU0625738058,128.92,1428883200
NAV,LU0625738058,126.69,1428624000
NAV,LU0625738058,122.22,1428537600
NAV,LU0625738058,114.06,1427932800
NAV,LU0625738058,111.86,1427846400
NAV,LU0625738058,111.15,1427760000
NAV,LU0625738058,107.64,1427673600
NAV,LU0625738058,107.29,1427414400
NAV,LU0625738058,107.02,1427328000
NAV,LU0625738058,107.87,1427241600
NAV,LU0625738058,108.42,1427155200
NAV,LU0625738058,109.17,1427068800
NAV,LU0625738058,110.28,1426809600
NAV,LU0625738058,109.74,1426723200
NAV,LU0625738058,108.03,1426636800
NAV,LU0625738058,108.20,1426550400
NAV,LU0625738058,108.62,1426464000
NAV,LU0625738058,107.02,1426204800
NAV,LU0625738058,105.77,1426118400
NAV,LU0625738058,105.32,1426032000
NAV,LU0625738058,105.40,1425945600
NAV,LU0625738058,105.18,1425859200
NAV,LU0625738058,103.60,1425600000
NAV,LU0625738058,104.50,1425513600
NAV,LU0625738058,104.52,1425427200
NAV,LU0625738058,106.03,1425340800
NAV,LU0625738058,104.68,1425254400
NAV,LU0625738058,105.13,1424995200
NAV,LU0625738058,102.75,1424908800
NAV,LU0625738058,103.57,1424822400
NAV,LU0625738058,103.26,1424736000
NAV,LU0625738058,101.77,1424217600
NAV,LU0625738058,101.42,1424131200
NAV,LU0625738058,101.44,1424044800
NAV,LU0625738058,100.59,1423785600
NAV,LU0625738058,100.10,1423699200
NAV,LU0625738058,100.48,1423612800
NAV,LU0625738058,100.92,1423526400
NAV,LU0625738058,100.80,1423440000
NAV,LU0625738058,100.84,1423180800
NAV,LU0625738058,101.26,1423094400
NAV,LU0625738058,100.64,1423008000
NAV,LU0625738058,99.78,1422921600
NAV,LU0625738058,101.56,1422835200
NAV,LU0625738058,101.61,1422576000
NAV,LU0625738058,102.07,1422489600
NAV,LU0625738058,102.43,1422403200
NAV,LU0625738058,104.86,1422316800
NAV,LU0625738058,104.11,1422230400
NAV,LU0625738058,102.05,1421971200
NAV,LU0625738058,100.22,1421884800
NAV,LU0625738058,97.90,1421798400
NAV,LU0625738058,95.85,1421712000
NAV,LU0625738058,99.98,1421625600
NAV,LU0625738058,100.30,1421366400
NAV,LU0625738058,97.58,1421280000
NAV,LU0625738058,98.12,1421193600
NAV,LU0625738058,96.48,1421107200
NAV,LU0625738058,97.64,1421020800
NAV,LU0625738058,97.41,1420761600
NAV,LU0625738058,95.80,1420675200
NAV,LU0625738058,94.94,1420588800
NAV,LU0625738058,95.48,1420502400
NAV,LU0625738058,94.51,1420416000
NAV,LU0625738058,92.28,1420156800
NAV,LU0625738058,90.96,1419984000
NAV,LU0625738058,92.06,1419897600
NAV,LU0625738058,89.48,1419379200
NAV,LU0625738058,90.14,1419292800
NAV,LU0625738058,88.56,1419206400
NAV,LU0625738058,87.11,1418947200
NAV,LU0625738058,85.59,1418860800
NAV,LU0625738058,84.45,1418774400
NAV,LU0625738058,86.76,1418688000
NAV,LU0625738058,87.09,1418601600
NAV,LU0625738058,87.02,1418342400
NAV,LU0625738058,88.35,1418256000
NAV,LU0625738058,87.50,1418169600
NAV,LU0625738058,91.93,1418083200
NAV,LU0625738058,91.10,1417996800
NAV,LU0625738058,89.53,1417737600
NAV,LU0625738058,87.47,1417651200
NAV,LU0625738058,88.41,1417564800
NAV,LU0625738058,85.76,1417478400
NAV,LU0625738058,89.01,1417392000
NAV,LU0625738058,87.87,1417132800
NAV,LU0625738058,88.24,1417046400
NAV,LU0625738058,86.92,1416960000
NAV,LU0625738058,87.58,1416873600
NAV,LU0625738058,85.90,1416787200
NAV,LU0625738058,84.62,1416528000
NAV,LU0625738058,84.54,1416441600
NAV,LU0625738058,84.47,1416355200
NAV,LU0625738058,86.18,1416268800
NAV,LU0625738058,87.10,1416182400
NAV,LU0625738058,87.56,1415923200
NAV,LU0625738058,87.18,1415836800
NAV,LU0625738058,86.39,1415750400
NAV,LU0625738058,86.86,1415664000
NAV,LU0625738058,86.52,1415577600
NAV,LU0625738058,86.83,1415318400
NAV,LU0625738058,85.96,1415232000
NAV,LU0625738058,86.73,1415145600
NAV,LU0625738058,87.19,1415059200
NAV,LU0625738058,87.24,1414972800
NAV,LU0625738058,85.08,1414713600
NAV,LU0625738058,84.59,1414627200
NAV,LU0625738058,83.38,1414540800
NAV,LU0625738058,82.36,1414454400
NAV,LU0625738058,83.04,1414368000
NAV,LU0625738058,83.61,1414108800
NAV,LU0625738058,83.84,1414022400
NAV,LU0625738058,81.61,1413936000
NAV,LU0625738058,81.47,1413849600
NAV,LU0625738058,81.01,1413763200
NAV,LU0625738058,81.24,1413504000
NAV,LU0625738058,82.23,1413417600
NAV,LU0625738058,81.98,1413331200
NAV,LU0625738058,82.20,1413244800
NAV,LU0625738058,83.56,1413158400
NAV,LU0625738058,83.99,1412899200
NAV,LU0625738058,83.28,1412812800
NAV,LU0625738058,85.03,1412726400
NAV,LU0625738058,84.24,1412640000
NAV,LU0625738058,83.75,1412553600
NAV,LU0625738058,83.04,1412121600
NAV,LU0625738058,83.76,1412035200
NAV,LU0625738058,84.20,1411948800
NAV,LU0625738058,85.21,1411689600
NAV,LU0625738058,85.32,1411603200
NAV,LU0625738058,83.48,1411516800
NAV,LU0625738058,84.91,1411430400
NAV,LU0625738058,86.20,1411344000
NAV,LU0625738058,85.13,1411084800
NAV,LU0625738058,85.30,1410998400
NAV,LU0625738058,84.88,1410912000
NAV,LU0625738058,86.08,1410825600
NAV,LU0625738058,87.05,1410739200
NAV,LU0625738058,87.23,1410480000
NAV,LU0625738058,87.66,1410393600
NAV,LU0625738058,88.77,1410220800
NAV,LU0625738058,89.22,1410134400
NAV,LU0625738058,89.32,1409875200
NAV,LU0625738058,87.17,1409788800
NAV,LU0625738058,84.98,1409702400
NAV,LU0625738058,85.39,1409616000
NAV,LU0625738058,84.34,1409529600
NAV,LU0625738058,84.02,1409270400
NAV,LU0625738058,85.50,1409184000
NAV,LU0625738058,85.82,1409097600
NAV,LU0625738058,85.23,1409011200
NAV,LU0625738058,85.04,1408924800
NAV,LU0625738058,85.06,1408665600
NAV,LU0625738058,85.66,1408579200
NAV,LU0625738058,85.56,1408492800
NAV,LU0625738058,84.63,1408406400
NAV,LU0625738058,84.79,1408320000
NAV,LU0625738058,84.18,1407974400
NAV,LU0625738058,84.33,1407888000
NAV,LU0625738058,83.80,1407801600
NAV,LU0625738058,82.39,1407715200
NAV,LU0625738058,82.91,1407456000
NAV,LU0625738058,83.66,1407369600
NAV,LU0625738058,83.71,1407283200
NAV,LU0625738058,83.38,1407196800
NAV,LU0625738058,82.56,1407110400
NAV,LU0625738058,83.71,1406851200
NAV,LU0625738058,83.71,1406764800
NAV,LU0625738058,83.60,1406678400
NAV,LU0625738058,83.05,1406592000
NAV,LU0625738058,82.36,1406505600
NAV,LU0625738058,81.97,1406246400
NAV,LU0625738058,81.32,1406160000
NAV,LU0625738058,80.26,1406073600
NAV,LU0625738058,78.07,1405987200
NAV,LU0625738058,78.93,1405900800
NAV,LU0625738058,79.12,1405641600
NAV,LU0625738058,78.72,1405555200
NAV,LU0625738058,78.74,1405468800
NAV,LU0625738058,77.13,1405382400
NAV,LU0625738058,77.45,1405296000
NAV,LU0625738058,77.19,1405036800
NAV,LU0625738058,76.23,1404950400
NAV,LU0625738058,77.58,1404864000
NAV,LU0625738058,78.32,1404777600
NAV,LU0625738058,78.22,1404691200
NAV,LU0625738058,77.63,1404432000
NAV,LU0625738058,77.24,1404345600
NAV,LU0625738058,75.54,1404259200
NAV,LU0625738058,75.77,1404172800
NAV,LU0625738058,75.53,1404086400
NAV,LU0625738058,75.90,1403827200
NAV,LU0625738058,74.46,1403740800
NAV,LU0625738058,74.25,1403654400
NAV,LU0625738058,74.71,1403568000
NAV,LU0625738058,75.25,1403222400
NAV,LU0625738058,76.08,1403136000
NAV,LU0625738058,75.58,1403049600
NAV,LU0625738058,76.19,1402963200
NAV,LU0625738058,76.72,1402876800
NAV,LU0625738058,75.79,1402617600
NAV,LU0625738058,75.95,1402531200
NAV,LU0625738058,75.52,1402444800
NAV,LU0625738058,74.74,1402358400
NAV,LU0625738058,74.62,1402012800
NAV,LU0625738058,74.46,1401926400
NAV,LU0625738058,74.24,1401840000
NAV,LU0625738058,73.01,1401667200
NAV,LU0625738058,73.48,1401408000
NAV,LU0625738058,73.36,1401235200
NAV,LU0625738058,73.65,1401148800
NAV,LU0625738058,73.41,1401062400
NAV,LU0625738058,73.42,1400803200
NAV,LU0625738058,72.21,1400716800
NAV,LU0625738058,71.55,1400630400
NAV,LU0625738058,71.27,1400544000
NAV,LU0625738058,71.71,1400457600
NAV,LU0625738058,71.95,1400198400
NAV,LU0625738058,71.01,1400112000
NAV,LU0625738058,70.78,1400025600
NAV,LU0625738058,69.46,1399939200
NAV,LU0625738058,68.70,1399852800
NAV,LU0625738058,68.07,1399593600
NAV,LU0625738058,68.06,1399507200
NAV,LU0625738058,69.18,1399334400
NAV,LU0625738058,69.67,1399248000
NAV,LU0625738058,69.11,1398988800
NAV,LU0625738058,69.39,1398902400
NAV,LU0625738058,70.10,1398816000
NAV,LU0625738058,69.12,1398729600
NAV,LU0625738058,70.01,1398643200
NAV,LU0625738058,71.10,1398384000
NAV,LU0625738058,70.89,1398297600
NAV,LU0625738058,71.74,1398211200
NAV,LU0625738058,71.64,1398124800
NAV,LU0625738058,71.31,1397692800
NAV,LU0625738058,71.50,1397606400
NAV,LU0625738058,72.95,1397520000
NAV,LU0625738058,71.83,1397433600
NAV,LU0625738058,73.21,1397174400
NAV,LU0625738058,72.94,1397088000
NAV,LU0625738058,71.96,1397001600
NAV,LU0625738058,71.24,1396915200
NAV,LU0625738058,71.91,1396828800
NAV,LU0625738058,72.26,1396569600
NAV,LU0625738058,72.13,1396483200
NAV,LU0625738058,72.08,1396396800
NAV,LU0625738058,71.23,1396310400
NAV,LU0625738058,71.11,1396224000
NAV,LU0625738058,69.40,1395964800
NAV,LU0625738058,69.84,1395878400
NAV,LU0625738058,68.76,1395792000
NAV,LU0625738058,70.04,1395705600
NAV,LU0625738058,68.49,1395619200
NAV,LU0625738058,67.40,1395360000
NAV,LU0625738058,67.66,1395273600
NAV,LU0625738058,67.94,1395187200
NAV,LU0625738058,66.59,1395100800
NAV,LU0625738058,67.23,1395014400
NAV,LU0625738058,68.24,1394755200
NAV,LU0625738058,68.78,1394668800
NAV,LU0625738058,69.87,1394582400
NAV,LU0625738058,69.79,1394496000
NAV,LU0625738058,71.31,1394409600
NAV,LU0625738058,71.49,1394150400
NAV,LU0625738058,71.52,1394064000
NAV,LU0625738058,71.58,1393977600
NAV,LU0625738058,71.86,1393891200
NAV,LU0625738058,72.64,1393804800
NAV,LU0625738058,73.34,1393545600
NAV,LU0625738058,72.17,1393459200
NAV,LU0625738058,71.16,1393372800
NAV,LU0625738058,71.26,1393286400
NAV,LU0625738058,72.35,1393200000
NAV,LU0625738058,71.64,1392940800
NAV,LU0625738058,72.72,1392854400
NAV,LU0625738058,72.28,1392768000
NAV,LU0625738058,73.18,1392681600
NAV,LU0625738058,72.44,1392595200
NAV,LU0625738058,72.09,1392336000
NAV,LU0625738058,72.29,1392249600
NAV,LU0625738058,71.38,1392163200
NAV,LU0625738058,69.84,1392076800
NAV,LU0625738058,70.40,1391990400
NAV,LU0625738058,69.02,1391731200
NAV,LU0625738058,69.58,1391644800
NAV,LU0625738058,69.12,1391558400
NAV,LU0625738058,72.08,1391472000
NAV,LU0625738058,72.25,1391385600
NAV,LU0625738058,71.84,1391126400
NAV,LU0625738058,71.74,1391040000
NAV,LU0625738058,69.96,1390953600
NAV,LU0625738058,70.25,1390867200
NAV,LU0625738058,72.30,1390780800
NAV,LU0625738058,73.48,1390521600
NAV,LU0625738058,75.21,1390435200
NAV,LU0625738058,74.35,1390348800
NAV,LU0625738058,73.65,1390262400
NAV,LU0625738058,74.56,1390176000
NAV,LU0625738058,74.49,1389916800
NAV,LU0625738058,74.52,1389830400
NAV,LU0625738058,72.85,1389744000
NAV,LU0625738058,73.79,1389657600
NAV,LU0625738058,73.77,1389571200
NAV,LU0625738058,73.35,1389312000
NAV,LU0625738058,74.96,1389225600
NAV,LU0625738058,73.30,1389139200
NAV,LU0625738058,74.19,1389052800
NAV,LU0625738058,75.23,1388966400
NAV,LU0625738058,75.93,1388707200
NAV,LU0625738058,75.86,1388620800
NAV,LU0625738058,75.34,1388448000
NAV,LU0625738058,76.02,1388361600
NAV,LU0625738058,75.88,1388102400
NAV,LU0625738058,74.48,1387843200
NAV,LU0625738058,75.13,1387756800
NAV,LU0625738058,75.89,1387497600
NAV,LU0625738058,76.24,1387411200
NAV,LU0625738058,75.38,1387324800
NAV,LU0625738058,76.28,1387238400
NAV,LU0625738058,76.23,1387152000
NAV,LU0625738058,75.94,1386892800
NAV,LU0625738058,76.96,1386806400
NAV,LU0625738058,77.93,1386720000
NAV,LU0625738058,79.24,1386633600
NAV,LU0625738058,78.89,1386547200
NAV,LU0625738058,78.97,1386288000
NAV,LU0625738058,79.73,1386201600
NAV,LU0625738058,79.96,1386115200
NAV,LU0625738058,80.72,1386028800
NAV,LU0625738058,79.57,1385942400
NAV,LU0625738058,79.32,1385683200
NAV,LU0625738058,79.41,1385596800
NAV,LU0625738058,78.94,1385510400
NAV,LU0625738058,79.18,1385424000
NAV,LU0625738058,78.62,1385337600
NAV,LU0625738058,79.38,1385078400
NAV,LU0625738058,79.58,1384992000
NAV,LU0625738058,79.01,1384905600
NAV,LU0625738058,79.38,1384819200
NAV,LU0625738058,76.26,1384732800
NAV,LU0625738058,74.30,1384473600
NAV,LU0625738058,74.41,1384387200
NAV,LU0625738058,75.62,1384300800
NAV,LU0625738058,75.65,1384214400
NAV,LU0625738058,75.37,1384128000
NAV,LU0625738058,75.49,1383868800
NAV,LU0625738058,75.71,1383782400
NAV,LU0625738058,75.71,1383696000
NAV,LU0625738058,76.36,1383609600
NAV,LU0625738058,76.71,1383523200
NAV,LU0625738058,76.34,1383264000
NAV,LU0625738058,74.69,1383177600
NAV,LU0625738058,73.13,1383091200
NAV,LU0625738058,73.37,1383004800
NAV,LU0625738058,72.57,1382918400
NAV,LU0625738058,72.71,1382659200
NAV,LU0625738058,74.23,1382572800
NAV,LU0625738058,75.77,1382486400
NAV,LU0625738058,76.47,1382400000
NAV,LU0625738058,76.16,1382313600
NAV,LU0625738058,75.76,1382054400
NAV,LU0625738058,76.77,1381968000
NAV,LU0625738058,76.58,1381881600
NAV,LU0625738058,76.12,1381795200
NAV,LU0625738058,75.80,1381708800
NAV,LU0625738058,75.21,1381449600
NAV,LU0625738058,76.05,1381363200
NAV,LU0625738058,76.00,1381276800
NAV,LU0625738058,74.72,1381190400
NAV,LU0625738058,75.09,1381104000
NAV,LU0625738058,75.00,1380844800
NAV,LU0625738058,74.16,1380758400
NAV,LU0625738058,74.63,1380672000
NAV,LU0625738058,74.85,1380585600
NAV,LU0625738058,75.97,1380499200
NAV,LU0625738058,75.42,1380240000
NAV,LU0625738058,76.25,1380153600
NAV,LU0625738058,75.67,1380067200
NAV,LU0625738058,77.26,1379980800
NAV,LU0625738058,76.80,1379894400
NAV,LU0625738058,76.17,1379635200
NAV,LU0625738058,76.35,1379548800
NAV,LU0625738058,77.47,1379462400
NAV,LU0625738058,77.54,1379376000
NAV,LU0625738058,77.33,1379289600
NAV,LU0625738058,77.45,1379030400
NAV,LU0625738058,77.52,1378944000
NAV,LU0625738058,77.59,1378857600
NAV,LU0625738058,76.48,1378771200
NAV,LU0625738058,75.93,1378684800
NAV,LU0625738058,76.10,1378425600
NAV,LU0625738058,74.78,1378339200
NAV,LU0625738058,75.23,1378252800
NAV,LU0625738058,73.67,1378166400
NAV,LU0625738058,73.05,1378080000
NAV,LU0625738058,72.25,1377820800
NAV,LU0625738058,71.02,1377734400
NAV,LU0625738058,72.34,1377648000
NAV,LU0625738058,72.05,1377561600
NAV,LU0625738058,71.31,1377475200
NAV,LU0625738058,72.49,1377216000
NAV,LU0625738058,71.53,1377129600
NAV,LU0625738058,71.48,1377043200
NAV,LU0625738058,73.92,1376956800
NAV,LU0625738058,73.31,1376870400
NAV,LU0625738058,74.54,1376611200
NAV,LU0625738058,74.32,1376438400
NAV,LU0625738058,72.68,1376352000
NAV,LU0625738058,70.51,1376265600
NAV,LU0625738058,69.59,1376006400
NAV,LU0625738058,69.68,1375920000
NAV,LU0625738058,71.02,1375833600
NAV,LU0625738058,71.77,1375747200
NAV,LU0625738058,71.41,1375660800
NAV,LU0625738058,71.44,1375401600
NAV,LU0625738058,70.84,1375315200
NAV,LU0625738058,70.52,1375228800
NAV,LU0625738058,70.19,1375142400
NAV,LU0625738058,71.53,1375056000
NAV,LU0625738058,71.23,1374796800
NAV,LU0625738058,71.20,1374710400
NAV,LU0625738058,70.86,1374624000
NAV,LU0625738058,69.51,1374537600
NAV,LU0625738058,69.65,1374451200
NAV,LU0625738058,69.71,1374192000
NAV,LU0625738058,70.13,1374105600
NAV,LU0625738058,69.99,1374019200
NAV,LU0625738058,70.13,1373932800
NAV,LU0625738058,69.36,1373846400
NAV,LU0625738058,70.24,1373587200
NAV,LU0625738058,69.07,1373500800
NAV,LU0625738058,68.31,1373414400
NAV,LU0625738058,68.28,1373328000
NAV,LU0625738058,68.98,1373241600
NAV,LU0625738058,67.49,1372982400
NAV,LU0625738058,66.54,1372896000
NAV,LU0625738058,67.80,1372809600
NAV,LU0625738058,69.11,1372723200
NAV,LU0625738058,68.88,1372636800
NAV,LU0625738058,67.64,1372377600
NAV,LU0625738058,67.39,1372291200
NAV,LU0625738058,64.59,1372204800
NAV,LU0625738058,64.87,1372118400
NAV,LU0625738058,66.85,1372032000
NAV,LU0625738058,66.90,1371772800
NAV,LU0625738058,67.81,1371686400
NAV,LU0625738058,68.74,1371600000
NAV,LU0625738058,68.37,1371513600
NAV,LU0625738058,68.16,1371427200
NAV,LU0625738058,67.48,1371168000
NAV,LU0625738058,69.35,1371081600
NAV,LU0625738058,69.68,1370995200
NAV,LU0625738058,71.14,1370908800
NAV,LU0625738058,71.37,1370822400
NAV,LU0625738058,71.73,1370563200
NAV,LU0625738058,73.18,1370476800
NAV,LU0625738058,73.21,1370390400
NAV,LU0625738058,73.44,1370304000
NAV,LU0625738058,75.08,1370217600
NAV,LU0625738058,74.17,1369958400
NAV,LU0625738058,75.52,1369872000
NAV,LU0625738058,76.31,1369785600
NAV,LU0625738058,74.61,1369699200
NAV,LU0625738058,74.96,1369612800
NAV,LU0625738058,75.49,1369353600
NAV,LU0625738058,76.75,1369267200
NAV,LU0625738058,77.59,1369180800
NAV,LU0625738058,78.22,1369094400
NAV,LU0625738058,76.21,1368748800
NAV,LU0625738058,77.10,1368662400
NAV,LU0625738058,76.20,1368576000
NAV,LU0625738058,75.86,1368489600
NAV,LU0625738058,77.71,1368403200
NAV,LU0625738058,76.16,1368144000
NAV,LU0625738058,75.54,1367971200
NAV,LU0625738058,75.58,1367884800
NAV,LU0625738058,73.99,1367798400
NAV,LU0625738058,74.05,1367539200
NAV,LU0625738058,74.18,1367452800
NAV,LU0625738058,73.78,1367366400
NAV,LU0625738058,74.18,1367280000
NAV,LU0625738058,74.39,1367193600
NAV,LU0625738058,74.51,1366934400
NAV,LU0625738058,73.87,1366848000
NAV,LU0625738058,71.74,1366761600
NAV,LU0625738058,72.76,1366675200
NAV,LU0625738058,72.27,1366588800
NAV,LU0625738058,71.03,1366329600
NAV,LU0625738058,71.45,1366243200
NAV,LU0625738058,71.22,1366156800
NAV,LU0625738058,71.14,1366070400
NAV,LU0625738058,73.17,1365984000
NAV,LU0625738058,72.50,1365724800
NAV,LU0625738058,73.08,1365638400
NAV,LU0625738058,72.23,1365552000
NAV,LU0625738058,72.03,1365465600
NAV,LU0625738058,71.88,1365379200
NAV,LU0625738058,74.65,1365120000
NAV,LU0625738058,75.00,1365033600
NAV,LU0625738058,74.58,1364947200
NAV,LU0625738058,75.36,1364860800
NAV,LU0625738058,75.41,1364774400
NAV,LU0625738058,76.98,1364428800
NAV,LU0625738058,75.90,1364342400
NAV,LU0625738058,75.81,1364256000
NAV,LU0625738058,74.66,1364169600
NAV,LU0625738058,75.39,1363910400
NAV,LU0625738058,75.19,1363824000
NAV,LU0625738058,74.41,1363737600
NAV,LU0625738058,74.33,1363651200
NAV,LU0625738058,75.14,1363564800
NAV,LU0625738058,76.28,1363305600
NAV,LU0625738058,75.83,1363219200
NAV,LU0625738058,76.92,1363132800
NAV,LU0625738058,78.19,1363046400
NAV,LU0625738058,78.14,1362960000
NAV,LU0625738058,77.24,1362700800
NAV,LU0625738058,77.67,1362614400
NAV,LU0625738058,76.77,1362528000
NAV,LU0625738058,76.47,1362441600
NAV,LU0625738058,77.32,1362355200
NAV,LU0625738058,77.67,1362096000
NAV,LU0625738058,75.25,1362009600
NAV,LU0625738058,75.99,1361923200
NAV,LU0625738058,76.14,1361836800
NAV,LU0625738058,76.71,1361750400
NAV,LU0625738058,77.02,1361491200
NAV,LU0625738058,77.38,1361404800
NAV,LU0625738058,76.74,1361318400
NAV,LU0625738058,77.51,1361232000
NAV,LU0625738058,77.98,1361145600
NAV,LU0625738058,78.54,1360886400
NAV,LU0625738058,76.79,1360800000
NAV,LU0625738058,76.64,1360713600
NAV,LU0625738058,77.12,1360627200
NAV,LU0625738058,77.13,1360540800
NAV,LU0625738058,76.63,1360281600
NAV,LU0625738058,77.23,1360195200
NAV,LU0625738058,77.05,1360108800
NAV,LU0625738058,78.45,1360022400
NAV,LU0625738058,77.71,1359936000
NAV,LU0625738058,78.22,1359676800
NAV,LU0625738058,78.67,1359590400
NAV,LU0625738058,78.59,1359504000
NAV,LU0625738058,77.74,1359417600
NAV,LU0625738058,78.03,1359331200
NAV,LU0625738058,79.24,1359072000
NAV,LU0625738058,80.41,1358985600
NAV,LU0625738058,80.57,1358899200
NAV,LU0625738058,80.08,1358812800
NAV,LU0625738058,80.15,1358726400
NAV,LU0625738058,78.48,1358467200
NAV,LU0625738058,79.25,1358380800
NAV,LU0625738058,79.32,1358294400
NAV,LU0625738058,79.28,1358208000
NAV,LU0625738058,77.82,1358121600
NAV,LU0625738058,79.99,1357862400
NAV,LU0625738058,80.51,1357776000
NAV,LU0625738058,79.90,1357689600
NAV,LU0625738058,80.91,1357603200
NAV,LU0625738058,81.28,1357516800
NAV,LU0625738058,81.13,1357257600
NAV,LU0625738058,79.52,1357171200
NAV,LU0625738058,77.36,1357084800
NAV,LU0625738058,76.94,1356912000
NAV,LU0625738058,76.60,1356652800
NAV,LU0625738058,76.40,1356566400
NAV,LU0625738058,76.41,1356307200
NAV,LU0625738058,76.72,1356048000
NAV,LU0625738058,76.64,1355961600
NAV,LU0625738058,76.32,1355875200
NAV,LU0625738058,76.49,1355788800
NAV,LU0625738058,76.73,1355702400
NAV,LU0625738058,76.55,1355443200
NAV,LU0625738058,76.39,1355356800
NAV,LU0625738058,76.51,1355270400
NAV,LU0625738058,77.02,1355184000
NAV,LU0625738058,76.48,1355097600
NAV,LU0625738058,75.66,1354838400
NAV,LU0625738058,75.15,1354752000
NAV,LU0625738058,73.59,1354665600
NAV,LU0625738058,73.40,1354579200
NAV,LU0625738058,74.86,1354492800
NAV,LU0625738058,74.38,1354233600
NAV,LU0625738058,74.02,1354147200
NAV,LU0625738058,74.45,1354060800
NAV,LU0625738058,73.73,1353974400
NAV,LU0625738058,74.40,1353888000
NAV,LU0625738058,74.45,1353628800
NAV,LU0625738058,73.84,1353542400
NAV,LU0625738058,73.16,1353456000
NAV,LU0625738058,72.98,1353369600
NAV,LU0625738058,73.61,1353283200
NAV,LU0625738058,72.87,1353024000
NAV,LU0625738058,73.94,1352937600
NAV,LU0625738058,73.50,1352851200
NAV,LU0625738058,74.57,1352764800
NAV,LU0625738058,74.86,1352678400
NAV,LU0625738058,75.27,1352419200
NAV,LU0625738058,76.97,1352332800
NAV,LU0625738058,75.80,1352246400
NAV,LU0625738058,76.33,1352160000
NAV,LU0625738058,76.29,1352073600
NAV,LU0625738058,74.55,1351814400
NAV,LU0625738058,73.78,1351728000
NAV,LU0625738058,72.51,1351641600
NAV,LU0625738058,73.54,1351555200
NAV,LU0625738058,72.65,1351468800
NAV,LU0625738058,73.85,1351209600
NAV,LU0625738058,73.91,1351123200
NAV,LU0625738058,73.57,1350950400
NAV,LU0625738058,72.59,1350864000
NAV,LU0625738058,72.72,1350604800
NAV,LU0625738058,71.07,1350518400
NAV,LU0625738058,71.65,1350432000
NAV,LU0625738058,71.71,1350345600
NAV,LU0625738058,71.57,1350259200
NAV,LU0625738058,71.11,1350000000
NAV,LU0625738058,70.45,1349913600
NAV,LU0625738058,70.24,1349827200
NAV,LU0625738058,69.40,1349740800
NAV,LU0625738058,70.06,1349654400
NAV,LU0625738058,69.48,1349395200
NAV,LU0625738058,69.93,1349308800
NAV,LU0625738058,70.37,1349049600
NAV,LU0625738058,69.95,1348790400
NAV,LU0625738058,69.17,1348704000
NAV,LU0625738058,68.98,1348617600
NAV,LU0625738058,69.28,1348531200
NAV,LU0625738058,69.28,1348444800
NAV,LU0625738058,68.82,1348185600
NAV,LU0625738058,68.94,1348099200
NAV,LU0625738058,68.34,1348012800
NAV,LU0625738058,68.13,1347926400
NAV,LU0625738058,68.51,1347840000
NAV,LU0625738058,67.41,1347580800
NAV,LU0625738058,67.57,1347494400
NAV,LU0625738058,67.11,1347408000
NAV,LU0625738058,67.71,1347321600
NAV,LU0625738058,67.46,1347235200
NAV,LU0625738058,66.28,1346976000
NAV,LU0625738058,65.93,1346889600
NAV,LU0625738058,66.76,1346803200
NAV,LU0625738058,67.18,1346716800
NAV,LU0625738058,67.48,1346630400
NAV,LU0625738058,68.08,1346371200
NAV,LU0625738058,68.76,1346284800
NAV,LU0625738058,69.04,1346198400
NAV,LU0625738058,69.08,1346112000
NAV,LU0625738058,69.64,1346025600
NAV,LU0625738058,70.51,1345766400
NAV,LU0625738058,69.90,1345680000
NAV,LU0625738058,70.64,1345593600
NAV,LU0625738058,71.24,1345507200
NAV,LU0625738058,71.90,1345420800
NAV,LU0625738058,70.83,1345161600
NAV,LU0625738058,71.21,1345075200
NAV,LU0625738058,71.51,1344902400
NAV,LU0625738058,72.38,1344816000
NAV,LU0625738058,72.76,1344556800
NAV,LU0625738058,71.77,1344470400
NAV,LU0625738058,71.05,1344384000
NAV,LU0625738058,71.26,1344297600
NAV,LU0625738058,70.45,1344211200
NAV,LU0625738058,71.10,1343952000
NAV,LU0625738058,71.45,1343865600
NAV,LU0625738058,71.05,1343779200
NAV,LU0625738058,70.75,1343692800
NAV,LU0625738058,68.97,1343606400
NAV,LU0625738058,67.89,1343347200
NAV,LU0625738058,68.83,1343260800
NAV,LU0625738058,68.88,1343174400
NAV,LU0625738058,69.79,1343088000
NAV,LU0625738058,71.40,1343001600
NAV,LU0625738058,70.24,1342742400
NAV,LU0625738058,69.21,1342656000
NAV,LU0625738058,70.06,1342569600
NAV,LU0625738058,69.25,1342483200
NAV,LU0625738058,69.28,1342396800
NAV,LU0625738058,69.24,1342137600
NAV,LU0625738058,69.63,1342051200
NAV,LU0625738058,69.72,1341964800
NAV,LU0625738058,69.98,1341878400
NAV,LU0625738058,71.46,1341792000
NAV,LU0625738058,71.03,1341532800
NAV,LU0625738058,70.17,1341446400
NAV,LU0625738058,69.55,1341360000
NAV,LU0625738058,68.03,1341187200
NAV,LU0625738058,67.92,1340928000
NAV,LU0625738058,68.50,1340841600
NAV,LU0625738058,67.26,1340755200
NAV,LU0625738058,67.41,1340668800
NAV,LU0625738058,67.77,1340582400
NAV,LU0625738058,68.78,1340323200
NAV,LU0625738058,69.41,1340236800
