#datatype measurement,tag,double,dateTime
m,ISIN,EUR,date
NAV,LU0625738058,69.43,1340150400
NAV,LU0625738058,70.27,1340064000
NAV,LU0625738058,68.55,1339977600
NAV,LU0625738058,67.63,1339718400
NAV,LU0625738058,68.11,1339632000
NAV,LU0625738058,68.72,1339545600
NAV,LU0625738058,68.36,1339459200
NAV,LU0625738058,67.03,1339372800
NAV,LU0625738058,66.93,1339113600
NAV,LU0625738058,66.91,1339027200
NAV,LU0625738058,65.85,1338940800
NAV,LU0625738058,65.58,1338854400
NAV,LU0625738058,68.07,1338768000
NAV,LU0625738058,68.49,1338508800
NAV,LU0625738058,68.52,1338422400
NAV,LU0625738058,68.84,1338336000
NAV,LU0625738058,67.13,1338249600
NAV,LU0625738058,66.39,1337904000
NAV,LU0625738058,66.75,1337817600
NAV,LU0625738058,66.65,1337731200
NAV,LU0625738058,66.04,1337644800
NAV,LU0625738058,66.23,1337558400
NAV,LU0625738058,66.85,1337299200
NAV,LU0625738058,68.73,1337126400
NAV,LU0625738058,67.99,1337040000
NAV,LU0625738058,68.29,1336953600
NAV,LU0625738058,69.13,1336694400
NAV,LU0625738058,69.16,1336608000
NAV,LU0625738058,70.55,1336521600
NAV,LU0625738058,70.32,1336435200
NAV,LU0625738058,71.42,1336348800
NAV,LU0625738058,72.15,1336089600
NAV,LU0625738058,72.09,1336003200
NAV,LU0625738058,71.15,1335830400
NAV,LU0625738058,69.89,1335744000
NAV,LU0625738058,70.21,1335484800
NAV,LU0625738058,69.78,1335398400
NAV,LU0625738058,70.17,1335312000
NAV,LU0625738058,70.84,1335225600
NAV,LU0625738058,71.02,1335139200
NAV,LU0625738058,71.36,1334880000
NAV,LU0625738058,71.56,1334793600
NAV,LU0625738058,70.75,1334707200
NAV,LU0625738058,71.56,1334620800
NAV,LU0625738058,71.76,1334534400
NAV,LU0625738058,69.79,1334275200
NAV,LU0625738058,68.49,1334188800
NAV,LU0625738058,70.04,1334102400
NAV,LU0625738058,70.25,1334016000
NAV,LU0625738058,70.02,1333497600
NAV,LU0625738058,69.07,1333411200
NAV,LU0625738058,68.96,1333324800
NAV,LU0625738058,67.90,1333065600
NAV,LU0625738058,69.50,1332979200
NAV,LU0625738058,70.03,1332892800
NAV,LU0625738058,68.00,1332806400
NAV,LU0625738058,68.58,1332720000
NAV,LU0625738058,69.98,1332460800
NAV,LU0625738058,70.20,1332374400
NAV,LU0625738058,69.58,1332288000
NAV,LU0625738058,71.19,1332201600
NAV,LU0625738058,72.68,1332115200
NAV,LU0625738058,72.74,1331856000
NAV,LU0625738058,73.21,1331769600
NAV,LU0625738058,73.51,1331683200
NAV,LU0625738058,73.01,1331596800
NAV,LU0625738058,72.37,1331510400
NAV,LU0625738058,70.75,1331251200
NAV,LU0625738058,70.26,1331164800
NAV,LU0625738058,71.69,1331078400
NAV,LU0625738058,72.83,1330992000
NAV,LU0625738058,74.22,1330905600
NAV,LU0625738058,71.93,1330646400
NAV,LU0625738058,73.11,1330560000
NAV,LU0625738058,72.49,1330473600
NAV,LU0625738058,71.40,1330387200
NAV,LU0625738058,71.74,1330300800
NAV,LU0625738058,73.20,1330041600
NAV,LU0625738058,73.98,1329955200
NAV,LU0625738058,72.55,1329868800
NAV,LU0625738058,72.99,1329782400
NAV,LU0625738058,74.12,1329696000
NAV,LU0625738058,74.14,1329436800
NAV,LU0625738058,73.77,1329350400
NAV,LU0625738058,72.34,1329264000
NAV,LU0625738058,72.10,1329177600
NAV,LU0625738058,71.83,1329091200
NAV,LU0625738058,72.33,1328832000
NAV,LU0625738058,72.41,1328745600
NAV,LU0625738058,71.22,1328659200
NAV,LU0625738058,72.32,1328572800
NAV,LU0625738058,71.66,1328486400
NAV,LU0625738058,71.96,1328227200
NAV,LU0625738058,70.08,1328140800
NAV,LU0625738058,70.56,1328054400
NAV,LU0625738058,69.13,1327968000
NAV,LU0625738058,71.31,1327881600
NAV,LU0625738058,71.00,1327622400
NAV,LU0625738058,70.61,1327276800
NAV,LU0625738058,70.26,1327017600
NAV,LU0625738058,69.73,1326931200
NAV,LU0625738058,70.79,1326844800
NAV,LU0625738058,68.23,1326758400
NAV,LU0625738058,68.82,1326672000
NAV,LU0625738058,68.11,1326412800
NAV,LU0625738058,69.17,1326326400
NAV,LU0625738058,67.31,1326240000
NAV,LU0625738058,67.34,1326153600
NAV,LU0625738058,65.47,1326067200
NAV,LU0625738058,65.87,1325808000
NAV,LU0625738058,65.44,1325721600
NAV,LU0625738058,65.72,1325635200
NAV,LU0625738058,63.88,1325462400
NAV,LU0625738058,64.11,1325203200
NAV,LU0625738058,64.92,1325116800
NAV,LU0625738058,65.28,1324944000
NAV,LU0625738058,63.77,1324598400
NAV,LU0625738058,63.55,1324512000
NAV,LU0625738058,61.95,1324425600
NAV,LU0625738058,62.90,1324339200
NAV,LU0625738058,63.84,1324252800
NAV,LU0625738058,62.70,1323993600
NAV,LU0625738058,63.82,1323907200
NAV,LU0625738058,63.93,1323820800
NAV,LU0625738058,63.75,1323734400
NAV,LU0625738058,62.78,1323648000
NAV,LU0625738058,65.69,1323388800
NAV,LU0625738058,65.29,1323302400
NAV,LU0625738058,64.52,1323216000
NAV,LU0625738058,64.86,1323129600
NAV,LU0625738058,64.40,1323043200
NAV,LU0625738058,64.82,1322784000
NAV,LU0625738058,60.15,1322697600
NAV,LU0625738058,61.58,1322611200
NAV,LU0625738058,60.69,1322524800
NAV,LU0625738058,59.79,1322438400
NAV,LU0625738058,60.49,1322179200
NAV,LU0625738058,60.53,1322092800
NAV,LU0625738058,60.79,1322006400
NAV,LU0625738058,60.81,1321920000
NAV,LU0625738058,61.66,1321833600
NAV,LU0625738058,63.69,1321574400
NAV,LU0625738058,63.69,1321488000
NAV,LU0625738058,65.12,1321401600
NAV,LU0625738058,65.03,1321315200
NAV,LU0625738058,62.98,1321228800
NAV,LU0625738058,62.88,1320969600
NAV,LU0625738058,66.28,1320883200
NAV,LU0625738058,64.03,1320796800
NAV,LU0625738058,64.81,1320710400
NAV,LU0625738058,64.98,1320624000
NAV,LU0625738058,63.41,1320364800
NAV,LU0625738058,63.81,1320278400
NAV,LU0625738058,63.24,1320192000
NAV,LU0625738058,63.79,1320105600
NAV,LU0625738058,63.11,1320019200
NAV,LU0625738058,63.28,1319760000
NAV,LU0625738058,61.85,1319673600
NAV,LU0625738058,60.58,1319587200
NAV,LU0625738058,59.38,1319500800
NAV,LU0625738058,56.94,1319414400
NAV,LU0625738058,57.23,1319155200
NAV,LU0625738058,58.57,1319068800
NAV,LU0625738058,58.48,1318982400
NAV,LU0625738058,60.93,1318896000
NAV,LU0625738058,58.83,1318809600
NAV,LU0625738058,60.85,1318550400
NAV,LU0625738058,58.51,1318464000
NAV,LU0625738058,58.51,1318377600
NAV,LU0625738058,56.44,1318291200
NAV,LU0625738058,57.35,1318204800
NAV,LU0625738058,55.51,1317945600
NAV,LU0625738058,52.84,1317859200
NAV,LU0625738058,52.95,1317772800
NAV,LU0625738058,54.85,1317686400
NAV,LU0625738058,57.61,1317600000
NAV,LU0625738058,58.36,1317340800
NAV,LU0625738058,58.19,1317254400
NAV,LU0625738058,58.03,1317168000
NAV,LU0625738058,55.32,1317081600
NAV,LU0625738058,56.84,1316995200
NAV,LU0625738058,58.36,1316736000
NAV,LU0625738058,61.14,1316649600
NAV,LU0625738058,61.60,1316563200
NAV,LU0625738058,61.64,1316476800
NAV,LU0625738058,63.67,1316390400
NAV,LU0625738058,61.70,1316131200
NAV,LU0625738058,62.18,1316044800
NAV,LU0625738058,63.03,1315872000
NAV,LU0625738058,65.49,1315785600
NAV,LU0625738058,64.36,1315526400
NAV,LU0625738058,64.75,1315440000
NAV,LU0625738058,62.93,1315353600
NAV,LU0625738058,62.40,1315267200
NAV,LU0625738058,64.60,1315180800
NAV,LU0625738058,65.26,1314921600
NAV,LU0625738058,64.20,1314835200
NAV,LU0625738058,62.76,1314748800
NAV,LU0625738058,61.72,1314662400
NAV,LU0625738058,60.74,1314576000
NAV,LU0625738058,62.10,1314316800
NAV,LU0625738058,60.77,1314230400
NAV,LU0625738058,61.84,1314144000
NAV,LU0625738058,60.01,1314057600
NAV,LU0625738058,60.51,1313971200
NAV,LU0625738058,63.52,1313712000
NAV,LU0625738058,63.71,1313625600
NAV,LU0625738058,64.62,1313539200
NAV,LU0625738058,64.32,1313452800
NAV,LU0625738058,62.13,1313107200
NAV,LU0625738058,63.47,1313020800
NAV,LU0625738058,61.27,1312934400
NAV,LU0625738058,64.91,1312848000
NAV,LU0625738058,66.70,1312761600
NAV,LU0625738058,70.26,1312502400
NAV,LU0625738058,69.96,1312416000
NAV,LU0625738058,71.31,1312329600
NAV,LU0625738058,72.64,1312243200
NAV,LU0625738058,70.98,1312156800
NAV,LU0625738058,72.01,1311897600
NAV,LU0625738058,72.58,1311811200
NAV,LU0625738058,71.36,1311724800
NAV,LU0625738058,71.78,1311638400
NAV,LU0625738058,72.26,1311552000
NAV,LU0625738058,70.95,1311292800
NAV,LU0625738058,71.43,1311206400
NAV,LU0625738058,70.99,1311120000
NAV,LU0625738058,71.78,1311033600
NAV,LU0625738058,72.42,1310947200
NAV,LU0625738058,72.57,1310688000
NAV,LU0625738058,72.33,1310601600
NAV,LU0625738058,71.50,1310515200
